user_id,general_interest,Age
7311,non-fiction,53
9666,non-fiction,27
6365,romance,93
13374,"fantasy, paranormal",30
10292,young-adult,71
260,"mystery, thriller, crime",71
14898,children,46
10122,children,90
17434,children,70
9075,fiction,78
16563,"history, historical fiction, biography",27
13986,children,53
5892,poetry,39
2847,fiction,51
18106,fiction,52
2704,romance,60
13487,young-adult,82
138,romance,22
4080,children,98
13256,young-adult,20
18180,non-fiction,88
18810,fiction,60
9751,poetry,48
11362,romance,49
370,poetry,38
10974,non-fiction,82
11041,fiction,79
11022,children,82
19273,"comics, graphic",19
17638,"mystery, thriller, crime",38
8257,young-adult,97
15938,young-adult,63
8082,poetry,92
11084,poetry,92
8950,"fantasy, paranormal",82
12673,non-fiction,97
6612,children,53
13690,"fantasy, paranormal",61
12497,"comics, graphic",95
17419,non-fiction,31
4967,fiction,34
10924,children,74
3850,"history, historical fiction, biography",35
8590,"comics, graphic",20
7076,non-fiction,80
18275,"fantasy, paranormal",76
8315,fiction,43
4318,"history, historical fiction, biography",90
1947,"mystery, thriller, crime",72
15995,young-adult,72
6140,"fantasy, paranormal",18
1221,poetry,22
7170,"mystery, thriller, crime",37
18178,children,93
3475,children,52
3680,non-fiction,21
10000,"mystery, thriller, crime",37
6769,"history, historical fiction, biography",40
2216,poetry,85
5881,poetry,41
18963,romance,34
13660,children,26
13133,"fantasy, paranormal",34
6091,"fantasy, paranormal",67
3258,"comics, graphic",65
10680,"mystery, thriller, crime",49
1700,poetry,67
18387,poetry,99
9414,romance,93
13761,"mystery, thriller, crime",23
5539,young-adult,22
3556,fiction,93
10231,romance,28
570,"mystery, thriller, crime",48
20377,children,23
18502,young-adult,86
15053,"comics, graphic",98
10299,fiction,67
19044,children,80
8334,romance,54
7503,non-fiction,88
14918,"mystery, thriller, crime",95
12821,non-fiction,85
14730,"fantasy, paranormal",54
15421,romance,87
17761,poetry,83
20120,"mystery, thriller, crime",38
14981,"comics, graphic",35
1211,poetry,65
9230,"fantasy, paranormal",56
12146,children,43
2495,"history, historical fiction, biography",39
9509,young-adult,72
8010,poetry,37
5696,non-fiction,58
18376,fiction,49
16283,poetry,91
4243,non-fiction,18
13049,fiction,50
653,poetry,95
9856,fiction,46
9577,romance,20
13010,"fantasy, paranormal",63
14523,poetry,35
3314,young-adult,24
14949,fiction,36
682,"mystery, thriller, crime",25
7351,romance,88
174,poetry,63
12682,young-adult,21
4370,non-fiction,47
15571,"mystery, thriller, crime",36
4716,fiction,20
797,young-adult,55
12841,"history, historical fiction, biography",34
11248,"history, historical fiction, biography",87
1962,non-fiction,85
8487,"history, historical fiction, biography",26
2325,"fantasy, paranormal",53
8807,non-fiction,51
11497,"mystery, thriller, crime",96
7001,"history, historical fiction, biography",75
7725,romance,39
250,"history, historical fiction, biography",99
18380,"history, historical fiction, biography",48
3687,"mystery, thriller, crime",20
4272,fiction,42
3554,young-adult,76
7824,romance,72
17219,"fantasy, paranormal",99
15003,non-fiction,77
16433,"history, historical fiction, biography",91
9102,children,78
5174,non-fiction,77
15647,romance,49
13320,"fantasy, paranormal",35
20249,romance,96
10446,"mystery, thriller, crime",38
14220,fiction,95
17724,non-fiction,21
4123,"history, historical fiction, biography",64
13059,"fantasy, paranormal",54
451,"fantasy, paranormal",83
2314,non-fiction,94
3509,poetry,56
8884,"fantasy, paranormal",39
6806,children,28
14116,children,35
14595,romance,59
6001,"mystery, thriller, crime",29
15132,"fantasy, paranormal",88
15775,children,49
1318,"history, historical fiction, biography",91
14477,"history, historical fiction, biography",54
13722,children,67
14856,poetry,52
10057,poetry,44
13731,"fantasy, paranormal",56
7206,"history, historical fiction, biography",93
14861,non-fiction,96
2664,young-adult,66
7533,"fantasy, paranormal",57
4348,"fantasy, paranormal",74
170,fiction,56
5920,"mystery, thriller, crime",63
12773,"mystery, thriller, crime",58
18615,"history, historical fiction, biography",37
9610,children,29
13707,"history, historical fiction, biography",39
7595,"comics, graphic",29
899,"mystery, thriller, crime",59
19635,romance,81
18959,poetry,67
5495,fiction,88
8353,"fantasy, paranormal",33
16773,romance,36
5368,fiction,66
10137,fiction,87
17860,"fantasy, paranormal",49
8396,"fantasy, paranormal",63
20395,fiction,95
18515,children,76
15892,"mystery, thriller, crime",50
19800,poetry,42
4889,non-fiction,61
3933,poetry,22
11172,romance,83
6447,"history, historical fiction, biography",20
11834,fiction,25
4067,"history, historical fiction, biography",93
18265,"comics, graphic",61
2959,"comics, graphic",81
7217,"mystery, thriller, crime",99
1227,"history, historical fiction, biography",55
13623,poetry,98
4204,"comics, graphic",32
3375,fiction,88
883,romance,67
11895,"fantasy, paranormal",38
14973,fiction,19
16613,young-adult,43
12418,"fantasy, paranormal",23
13440,children,50
10915,"mystery, thriller, crime",49
7858,"mystery, thriller, crime",58
1054,"comics, graphic",97
10586,poetry,29
6553,young-adult,88
19051,poetry,44
7348,romance,84
1070,children,86
18704,children,56
17491,poetry,85
19829,romance,24
7836,"history, historical fiction, biography",90
5585,fiction,86
19853,"comics, graphic",72
12026,"comics, graphic",76
19464,young-adult,70
561,"comics, graphic",22
12027,young-adult,46
19760,poetry,88
16006,"history, historical fiction, biography",41
16430,fiction,76
3288,young-adult,99
4294,"comics, graphic",79
12696,"fantasy, paranormal",56
11637,children,76
9167,young-adult,76
11431,young-adult,40
6098,"mystery, thriller, crime",67
18210,"fantasy, paranormal",67
4709,young-adult,38
7820,non-fiction,41
9274,"history, historical fiction, biography",76
2244,fiction,62
2974,children,61
4144,"history, historical fiction, biography",37
6976,"fantasy, paranormal",31
16296,"history, historical fiction, biography",98
15743,young-adult,89
17141,non-fiction,65
17326,"fantasy, paranormal",68
17003,children,69
4132,children,45
17616,romance,71
2274,non-fiction,99
16347,poetry,97
10159,"comics, graphic",65
14599,young-adult,65
11542,romance,30
14041,"fantasy, paranormal",45
68,"mystery, thriller, crime",30
9367,"fantasy, paranormal",99
17600,non-fiction,96
1344,fiction,56
8775,"mystery, thriller, crime",82
6672,"fantasy, paranormal",87
5052,children,43
18858,romance,40
3308,"fantasy, paranormal",24
7010,"fantasy, paranormal",49
15637,romance,90
18739,"fantasy, paranormal",75
12887,non-fiction,26
16552,fiction,79
10490,"comics, graphic",69
1526,"fantasy, paranormal",78
12512,"mystery, thriller, crime",28
8480,young-adult,21
20025,young-adult,54
5574,"mystery, thriller, crime",21
6122,fiction,71
12827,"history, historical fiction, biography",46
11374,"fantasy, paranormal",39
1331,young-adult,39
3323,"comics, graphic",38
13199,children,40
19363,romance,37
16445,fiction,60
11340,fiction,94
2389,"history, historical fiction, biography",34
7260,poetry,41
16672,"comics, graphic",95
19786,fiction,60
10266,"comics, graphic",51
16648,young-adult,53
10963,"mystery, thriller, crime",80
1383,children,57
14779,"fantasy, paranormal",69
16499,poetry,31
5697,romance,90
15025,romance,55
19005,children,97
395,young-adult,43
16798,romance,78
5122,"fantasy, paranormal",42
13277,"mystery, thriller, crime",84
11401,"mystery, thriller, crime",95
440,"history, historical fiction, biography",62
3765,romance,90
9503,"fantasy, paranormal",94
2082,children,23
19332,"fantasy, paranormal",52
7672,poetry,26
14735,romance,30
18214,non-fiction,62
13837,"fantasy, paranormal",31
11749,children,86
2719,non-fiction,26
20357,poetry,58
20012,"history, historical fiction, biography",90
1864,"fantasy, paranormal",40
14426,"fantasy, paranormal",68
15367,"fantasy, paranormal",26
1462,"fantasy, paranormal",37
6638,"comics, graphic",24
10873,romance,86
1456,young-adult,58
14909,poetry,36
18597,non-fiction,45
4393,young-adult,88
832,poetry,67
8214,young-adult,60
8268,fiction,29
11918,"fantasy, paranormal",71
6780,romance,61
14660,poetry,91
12488,children,73
2432,fiction,35
12487,non-fiction,59
16880,"fantasy, paranormal",44
13700,young-adult,58
15432,poetry,73
7909,romance,71
6101,children,41
14025,fiction,21
7111,young-adult,18
2724,young-adult,31
8070,young-adult,61
2036,children,89
17934,fiction,71
13399,young-adult,58
1738,poetry,39
3243,young-adult,18
3051,poetry,89
17819,young-adult,32
2894,romance,70
15138,non-fiction,89
13833,poetry,43
1764,"mystery, thriller, crime",64
18594,non-fiction,69
18840,non-fiction,69
6327,"history, historical fiction, biography",70
7835,"history, historical fiction, biography",35
2164,young-adult,36
2697,fiction,26
15315,romance,20
7194,non-fiction,39
2028,non-fiction,27
7458,"mystery, thriller, crime",95
15170,poetry,90
18320,romance,45
15362,poetry,28
13879,"history, historical fiction, biography",30
8822,"comics, graphic",49
7843,fiction,57
2061,poetry,84
3491,children,51
8711,"fantasy, paranormal",74
8274,fiction,78
2360,fiction,18
7247,non-fiction,53
2353,"mystery, thriller, crime",22
14632,"mystery, thriller, crime",51
5793,non-fiction,23
569,children,46
10535,non-fiction,19
12359,romance,99
10229,"mystery, thriller, crime",90
16636,"comics, graphic",41
12575,children,66
17076,young-adult,93
284,children,61
5353,non-fiction,19
10965,"fantasy, paranormal",50
5162,"fantasy, paranormal",96
19950,"history, historical fiction, biography",26
16667,poetry,54
12059,"mystery, thriller, crime",43
10064,children,84
9247,young-adult,81
20141,romance,60
5620,non-fiction,62
4493,non-fiction,83
20175,children,46
1397,poetry,63
11560,"mystery, thriller, crime",32
16014,"mystery, thriller, crime",19
12693,"comics, graphic",66
3871,young-adult,93
5452,"comics, graphic",60
435,non-fiction,70
19993,"history, historical fiction, biography",74
10141,"comics, graphic",75
454,poetry,42
12672,young-adult,41
20306,fiction,24
12607,romance,19
12939,young-adult,98
838,fiction,59
5124,poetry,99
1366,poetry,74
1371,young-adult,99
10580,"comics, graphic",60
5482,children,95
10570,"fantasy, paranormal",97
4819,non-fiction,44
5858,children,89
5598,"fantasy, paranormal",83
5593,children,63
1210,non-fiction,84
948,"fantasy, paranormal",62
9557,children,83
17743,children,48
15911,non-fiction,98
987,"fantasy, paranormal",56
956,poetry,82
11508,poetry,96
135,young-adult,88
9549,"mystery, thriller, crime",55
10372,"history, historical fiction, biography",66
1557,fiction,51
19386,non-fiction,96
11196,"comics, graphic",20
17096,fiction,73
329,non-fiction,44
9493,poetry,76
20195,children,26
20340,young-adult,86
14391,fiction,30
16251,"comics, graphic",72
5394,poetry,77
10108,"mystery, thriller, crime",27
333,children,83
6310,fiction,31
9329,children,54
3681,fiction,91
6444,"comics, graphic",90
10532,young-adult,26
5668,"mystery, thriller, crime",75
16601,"comics, graphic",52
364,fiction,45
352,"mystery, thriller, crime",45
19389,"comics, graphic",77
981,non-fiction,55
14630,"comics, graphic",61
15290,romance,79
16220,"mystery, thriller, crime",63
1774,"fantasy, paranormal",60
12277,poetry,99
13500,fiction,70
11391,non-fiction,67
1327,young-adult,37
20014,"mystery, thriller, crime",50
16526,children,79
18893,"comics, graphic",33
20324,romance,27
7745,children,59
17862,poetry,32
2993,"mystery, thriller, crime",85
20237,poetry,79
15269,romance,36
3201,children,86
2025,young-adult,64
11430,"comics, graphic",93
19060,fiction,93
13939,young-adult,55
12962,"history, historical fiction, biography",99
7616,"history, historical fiction, biography",95
14298,poetry,31
11639,"fantasy, paranormal",27
16986,"mystery, thriller, crime",39
14070,"mystery, thriller, crime",39
16415,romance,81
6558,"mystery, thriller, crime",94
14727,non-fiction,73
1898,"history, historical fiction, biography",62
9511,children,84
10041,"fantasy, paranormal",31
19439,fiction,53
8917,"comics, graphic",63
6795,poetry,93
15883,young-adult,82
8047,"comics, graphic",34
607,"fantasy, paranormal",66
5517,children,86
1472,non-fiction,57
17597,"fantasy, paranormal",55
14736,"fantasy, paranormal",57
5627,poetry,47
6258,non-fiction,94
3274,romance,26
16078,fiction,32
1513,fiction,51
5779,children,74
6887,romance,72
5232,fiction,95
11538,young-adult,95
12755,non-fiction,18
7580,fiction,47
6799,romance,98
9933,"history, historical fiction, biography",54
13497,"fantasy, paranormal",41
1040,romance,22
3280,poetry,99
7946,"comics, graphic",53
11185,"mystery, thriller, crime",75
17696,young-adult,80
4910,children,63
12810,romance,21
19822,young-adult,26
448,fiction,98
9690,young-adult,37
2339,"mystery, thriller, crime",48
618,fiction,51
1890,"fantasy, paranormal",46
8737,"history, historical fiction, biography",69
18891,"comics, graphic",60
4300,children,48
5311,fiction,73
18116,fiction,70
10184,"mystery, thriller, crime",34
12826,children,66
550,"fantasy, paranormal",72
17623,"fantasy, paranormal",58
5428,"history, historical fiction, biography",73
9544,poetry,60
17222,non-fiction,81
8529,"comics, graphic",78
3409,romance,67
12238,"comics, graphic",20
5295,"comics, graphic",54
13677,"mystery, thriller, crime",52
5853,children,43
3805,romance,73
16382,"fantasy, paranormal",86
5200,non-fiction,68
4098,young-adult,65
645,romance,45
3859,fiction,41
18800,children,72
17335,"history, historical fiction, biography",94
8510,poetry,44
18171,"fantasy, paranormal",44
16464,"fantasy, paranormal",96
6800,"comics, graphic",47
5729,poetry,56
19211,"history, historical fiction, biography",81
8722,non-fiction,90
7939,fiction,97
9353,"fantasy, paranormal",86
2157,"mystery, thriller, crime",30
3652,poetry,40
2885,poetry,94
12395,romance,42
4882,young-adult,47
3249,children,24
15693,"fantasy, paranormal",33
11005,poetry,52
17814,"comics, graphic",36
13968,fiction,56
7517,romance,26
14831,"comics, graphic",20
10075,"history, historical fiction, biography",97
5490,"mystery, thriller, crime",52
11725,"comics, graphic",44
19962,non-fiction,91
12586,non-fiction,47
4969,non-fiction,33
9235,"mystery, thriller, crime",87
8907,children,24
4407,young-adult,60
8983,romance,28
18992,non-fiction,95
11306,"fantasy, paranormal",30
6188,fiction,44
20569,"history, historical fiction, biography",38
16970,"history, historical fiction, biography",91
19838,"mystery, thriller, crime",57
14556,"history, historical fiction, biography",29
5563,children,65
19925,"comics, graphic",68
19347,"comics, graphic",60
18465,romance,24
12473,"mystery, thriller, crime",61
8288,"fantasy, paranormal",32
6119,"fantasy, paranormal",70
4001,non-fiction,96
11102,"mystery, thriller, crime",24
1059,non-fiction,66
20318,children,62
7014,young-adult,87
6649,"history, historical fiction, biography",91
2983,"mystery, thriller, crime",35
10724,"mystery, thriller, crime",26
4352,"history, historical fiction, biography",87
4331,"mystery, thriller, crime",60
14411,poetry,71
4364,"mystery, thriller, crime",78
10139,"history, historical fiction, biography",62
17632,young-adult,80
3899,romance,59
424,non-fiction,74
13750,"fantasy, paranormal",56
10808,romance,25
18609,poetry,61
17095,romance,27
6537,"comics, graphic",69
13484,young-adult,82
852,"history, historical fiction, biography",51
17842,"history, historical fiction, biography",35
17866,romance,86
